,岗位名称,薪资待遇,岗位地区,公司福利,公司名称,岗位需要技能,salary1,学历要求,工作经验要求,福利数量,需求技能数量,公司类型,融资情况,公司人数
312,高级软件测试工程师,27.5,深圳,年度体检，餐饮及下午茶，家属自选保险，家庭关爱假，弹性工作制，五险一金，节日礼品，补充医疗保险，免费健身设施，就近租房补贴,今日头条,软件测试，自动化测试，性能测试，功能测试，系统测试,15,本科,3-5年,10,5,移动互联网,未融资,10000人以上
313,高级软件测试工程师,10.5,北京,双休，节日福利，员工旅游，带薪年假，股票期权，年终奖，五险一金,东方金朔,功能测试，性能测试，自动化测试，Python，MySQL，JMeter,12,本科,1-3年,7,6,智能硬件,未融资,20-99人
314,中高级软件测试工程师,5.5,苏州,零食下午茶，五险一金，年终奖，加班补助，交通补助，带薪年假,利博软件,Java，C++，通信相关专业，自动化测试，性能测试,13,本科,3-5年,6,5,计算机软件,未知,0-20人
315,软件测试工程师(J11457),14,南京,交通补助，免费班车，五险一金，定期体检，带薪年假，餐补，年终奖，补充医疗保险，节日福利,天加环境,功能测试，性能测试，自动化测试,12,本科,3-5年,9,3,机械设备/机电/重工,未融资,1000-9999人
316,软件测试工程师（影像效果/显示效果/音频）,22.5,深圳,五险一金，零食下午茶，年终奖，定期体检，带薪年假，股票期权,OPPO,软件测试，手机测试,12,本科,3-5年,6,2,互联网,不需要融资,10000人以上
317,软件测试开发工程师（QA工程师）,19.5,杭州,,电动屋,Python,12,本科,3-5年,0,1,汽车生产,未知,100-499人
318,小米汽车-整车软件测试工程师（OTA方向）,27.5,上海,五险一金，股票期权，餐补，年终奖，定期体检，带薪年假，节日福利，补充医疗保险，12%公积金,小米,性能测试，自动化测试,15,本科,3-5年,9,2,互联网,已上市,10000人以上
319,软件测试工程师（人社行业部）,7,成都,定期体检，节假日加班费，五险一金，团建聚餐，生日福利，年终奖，工龄奖，带薪年假，节日福利，加班补助，员工旅游,久远银海,性能测试，系统测试，安全测试，SQL，Linux，Jmeter,12,本科,1-3年,11,6,计算机软件,已上市,1000-9999人
320,测试工程师,7.5,昆明,年终奖，节日福利，全勤奖，带薪年假，加班补助，员工旅游,三桥科技,性能测试，功能测试，web端测试，移动端测试，接口测试,12,大专,1-3年,6,5,计算机软件,未融资,20-99人
321,测试工程师,11,北京,五险一金，年终奖，餐补，通讯补贴，交通补助，节日福利,真如科技,软件测试，性能测试，SQL，Linux，Android，web端测试,12,本科,1-3年,6,6,互联网,未融资,20-99人
322,测试工程师,6.5,保定,加班补助，带薪年假，五险一金,吉米物联,测试工程师，功能测试，硬件，接口测试，软件测试,12,学历不限,1-3年,3,5,移动互联网,未知,20-99人
323,测试工程师,26.5,南京,夜班补助，团建聚餐，带薪年假，零食下午茶，五险一金，加班补助，补充医疗保险，节假日加班费，意外险，法定节假日三薪，免费班车，定期体检，交通补助，员工旅游，年终奖，保底工资，绩效奖金,华为云计算,MySQL，测试开发，自动化测试，接口测试，web端测试,12,本科,经验不限,17,5,计算机服务,不需要融资,10000人以上
324,测试工程师,15,北京,五险一金，年终奖，股票期权，员工旅游,北京晨雾科技有限...,Python，服务端测试，web端测试，Shell，SQL,14,本科,1-3年,4,5,计算机服务,A轮,0-20人
325,测试工程师,10.5,北京,带薪年假，定期体检，通讯补贴，年终奖，补充医疗保险，五险一金，团建聚餐，生日福利，餐补，零食下午茶，有无线网，员工旅游，免费工装，股票期权，免费班车，节日福利，绩效奖金，住房补贴，交通补助，意外险,北醒,软件测试，Python，C++，功能测试，测试开发，嵌入式测试,12,本科,1-3年,20,6,智能硬件,C轮,100-499人
326,测试工程师,22.5,北京,带薪年假，节日福利，包吃，五险一金,今日要点,软件测试，自动化测试，Shell，Linux，MySQL,12,本科,1-3年,4,5,互联网,未融资,100-499人
327,测试工程师,30,深圳,餐饮及下午茶，五险一金，补充医疗保险，家属自选保险，节日礼品，免费健身设施，就近租房补贴，年度体检，家庭关爱假，弹性工作制,今日头条,移动端，测试工程师，软件测试，接口测试，功能测试,16,本科,在校/应届,10,5,移动互联网,未融资,10000人以上
328,测试工程师,14.5,上海,餐补，免费班车，带薪年假，年终奖，五险一金，定期体检，员工旅游，节日福利,威派格,Python，Linux，自动化测试，接口测试，软件测试，性能测试,12,本科,3-5年,8,6,智能硬件,已上市,1000-9999人
329,测试工程师,7.5,武汉,交通补助，带薪年假，通讯补贴，节日福利，年终奖，定期体检，股票期权，餐补，补充医疗保险，零食下午茶,珞安科技,测试，测试工程师，软件测试，自动化测试，功能测试,12,本科,1-3年,10,5,计算机软件,C轮,100-499人
330,测试工程师,8.5,苏州,,吴中区城区百溪日用百,测试工程师，软件测试，自动化测试，性能测试，功能测试,12,本科,3-5年,0,5,食品/饮料/烟酒,未知,0-20人
331,测试工程师,7,武汉,,佳凯智能,软件测试，测试开发,12,大专,3-5年,0,2,互联网,未知,20-99人
332,测试工程师,12.5,福州,定期体检，年终奖，法定节假日三薪，股票期权，零食下午茶，团建聚餐，生日福利，高温补贴，带薪年假，节日福利，意外险，交通补助，通讯补贴，五险一金，补充医疗保险,锐捷网络,自动化测试，软件测试，功能测试，Python，Linux，Windows,15,本科,1-3年,15,6,通信/网络设备,已上市,10000人以上
333,测试工程师,7.5,苏州,五险一金，年终奖，员工旅游，节日福利,苏州谷壳网络,软件测试，自动化测试，功能测试，小程序测试,13,大专,1-3年,4,4,计算机软件,未融资,20-99人
334,测试工程师,10.5,北京,定期体检，年终奖，带薪年假，员工旅游，股票期权，五险一金,中盛益华,Windows，Linux，MySQL，系统测试，软件测试,12,本科,1-3年,6,5,计算机软件,未融资,100-499人
335,测试工程师,12.5,北京,五险一金，带薪年假，补充医疗保险，年终奖，股票期权，定期体检，免费班车，交通补助,理想汽车,Python，MySQL，自动化测试，功能测试，性能测试,14,本科,1年以内,8,5,智能硬件,已上市,10000人以上
336,测试工程师,6.5,佛山,年终奖，节日福利，带薪年假，五险一金,锐特信息,测试开发，软件测试,12,本科,1-3年,4,2,互联网,未融资,500-999人
337,测试工程师,14,武汉,零食下午茶，员工旅游，加班补助，五险一金，股票期权，住房补贴，年终奖，免费工装，节日福利，定期体检，带薪年假，生日福利,同为股份,性能测试，软件测试，自动化测试,15,本科,3-5年,12,3,通信/网络设备,已上市,1000-9999人
338,测试工程师,12.5,长沙,股票期权，零食下午茶，补充医疗保险，意外险，员工旅游，五险一金，年终奖，交通补助，餐补，节日福利，带薪年假,云畅科技,自动化测试，安全测试，性能测试，功能测试，软件测试,12,本科,5-10年,11,5,互联网,不需要融资,100-499人
339,测试工程师,16,深圳,零食下午茶，通讯补贴，五险一金，聚餐，定期体检，交通补助，员工旅游，加班补助，带薪年假，餐补，节日福利，季度奖，交通方便,海士通信,功能测试，性能测试，软件测试,13,本科,经验不限,13,3,通信/网络设备,不需要融资,0-20人
340,测试工程师,26.5,杭州,员工旅游，节日福利，零食下午茶，五险一金，补充医疗保险，定期体检，加班补助，餐补，年终奖，股票期权,华为,自动化测试，软件测试，测试开发，性能测试，系统测试,15,本科,经验不限,10,5,计算机软件,不需要融资,10000人以上
341,测试工程师,7.5,南宁,节日福利，带薪年假，加班补助，定期体检，通讯补贴，餐补，补充医疗保险，年终奖，零食下午茶，五险一金,H3C,SQL，软件测试，银行测试，MySQL，银行，金融,12,大专,1-3年,10,6,信息安全,未融资,10000人以上
342,测试工程师,25,北京,加班补助，补充医疗保险，员工旅游，年终奖，五险一金，股票期权，节日福利，餐补，定期体检，零食下午茶,华为,性能测试，自动化测试，软件测试,12,本科,3-5年,10,3,计算机软件,不需要融资,10000人以上
343,测试工程师,9,宁波,餐补，五险一金，年终奖，定期体检，节日福利，带薪年假，补充医疗保险，加班补助，股票期权，员工旅游,领雁科技,自动化测试，自动化测试经验，软件测试,13,本科,3-5年,10,3,计算机软件,不需要融资,1000-9999人
344,测试工程师,17.5,西安,股票期权，年终奖，员工旅游，定期体检，零食下午茶，餐补，五险一金，节日福利，加班补助，补充医疗保险,华为,自动化测试，性能测试，测试开发，Python，Java，Shell,14,本科,经验不限,10,6,计算机软件,不需要融资,10000人以上
345,测试工程师,16,北京,五险一金，带薪年假，节日福利,哗啦啦,软件测试，功能测试，接口测试，黑盒测试,14,本科,3-5年,3,4,移动互联网,不需要融资,1000-9999人
346,测试工程师,7,上海,,欢趣网络,软件测试，手机测试，测试,12,本科,1-3年,0,3,移动互联网,A轮,20-99人
347,测试工程师,25,北京,交通补助，员工旅游，带薪年假，年终奖，定期体检，补充医疗保险，餐补，通讯补贴，节日福利，五险一金，零食下午茶,快看漫画,Linux，性能测试，接口测试，APP测试，Charles，软件测试,16,本科,3-5年,11,6,文化/体育/娱乐,D轮及以上,500-999人
348,测试工程师,6.5,武汉,五险一金，定期体检，年终奖，节日福利,湖北浮泽,软件测试，安全测试，APP测试,12,本科,1-3年,4,3,互联网,未融资,100-499人
349,测试工程师,15.5,深圳,员工旅游，定期体检，零食下午茶，带薪年假，五险一金，节日福利，年终奖,智果云信息科技(...,软件测试，性能测试，接口测试，硬件测试，APP测试,12,本科,3-5年,7,5,智能硬件,天使轮,0-20人
350,BSP测试工程师,16.5,无锡,补充医疗保险，节日福利，定期体检，餐补，股票期权，年终奖，员工旅游，带薪年假，交通补助，五险一金,华勤技术股份有限公司,软件测试，系统测试，黑盒测试，手机测试,12,本科,经验不限,10,4,智能硬件,B轮,10000人以上
351,测试工程师（中级）,8.5,长沙,交通补助，补充医疗保险，全勤奖，员工旅游，带薪年假，股票期权，加班补助，年终奖，五险一金，餐补，通讯补贴，定期体检,长沙问白衣智能科...,软件测试，自动化测试，功能测试，接口测试，小程序测试,13,大专,1-3年,12,5,电子商务,未知,100-499人
352,测试工程师,6,南昌,全勤奖，通讯补贴，意外险，工龄奖，夜班补助，保底工资，交通补助，有无线网，餐补，加班补助，住房补贴，生日福利，年终奖,科链九维,功能测试，性能测试，压力测试，计算机相关专业,12,大专,1-3年,13,4,电子商务,不需要融资,0-20人
353,测试工程师,14,北京,定期体检，交通补助，五险一金，节日福利，补充医疗保险，带薪年假，加班补助,独角蜂,功能测试，性能测试，自动化测试，寿险行业,12,本科,3-5年,7,4,计算机软件,未知,100-499人
354,测试工程师,8.5,佛山,生日福利，节日福利，员工旅游,韦奇伍德,功能测试，性能测试，测试工作经验,12,大专,3-5年,3,3,家具/家电/家居,未融资,100-499人
355,测试工程师,8.5,无锡,生日福利，节日福利，带薪年假，加班补助，零食下午茶，员工旅游，法定节假日三薪，团建聚餐，保底工资，底薪加提成，五险一金，定期体检，有无线网，绩效奖金,恒为信息科技,功能测试，性能测试，自动化测试,12,大专,3-5年,14,3,互联网,天使轮,20-99人
356,测试工程师,22.5,北京,餐补，住房补贴，带薪年假，节日福利，免费班车，年终奖，补充医疗保险，五险一金，全勤奖,京东乾石,Java，Python，SQL，Linux，MySQL，接口自动化测试,14,本科,3-5年,9,6,互联网,已上市,10000人以上
