,岗位名称,薪资待遇,岗位详情,岗位地区,公司福利,公司名称,岗位需要技能,salary1,salary2,学历要求,工作经验要求,福利数量,需求技能数量,公司类型,融资情况,公司人数,score,Cluster,X,Y
409,诊断测试工程师,12-17K,3-5年，本科,221,带薪年假，免费班车，五险一金，年终奖，定期体检，员工旅游,凌咚北京,测试工作经验，英语口语交流，以太网测试，车载诊断测试,12,14.5,6,6,6,4,互联网,4,6,0.5189121600500157,0,-0.6086806,0.93751884
410,fpga测试工程师,10-15K,经验不限，本科,221,,国家空间科学中心,功能测试，性能测试，嵌入式测试，测试工作经验,12,12.5,6,10,0,4,学术/科研,4,9,0.5095342294467021,0,-0.2124618,2.182348
411,ssd测试工程师,15-30K·15薪,3-5年，本科,50,生日福利，五险一金，住房补贴，零食下午茶，股票期权，带薪年假，补充医疗保险，员工旅游，定期体检，夜班补助，节日福利，团建聚餐，年终奖,德明利,自动化测试，Python，Shell,15,22.5,6,6,13,3,电子/半导体/集成电路,10,7,0.30947170990934664,1,-1.2322809,-3.4296327
412,连接器测试工程师,8-12K·13薪,3-5年，大专,30,加班补助，五险一金，带薪年假，全勤奖，包吃，法定节假日三薪，夜班补助，节假日加班费，节日福利，团建聚餐，员工旅游，工龄奖，高温补贴，绩效奖金，年终奖,广泓,功能测试，性能测试，连接器测试，实验室测试,13,10.0,5,6,15,4,原材料及加工/模具,4,7,0.1656767739918725,4,0.22518899,-0.813239
413,系统集成测试工程师,8-13K·13薪,5-10年，本科,11,通讯补贴，餐补，节日福利，年终奖，零食下午茶，带薪年假，五险一金,佰为深,功能测试，嵌入式测试，自动化测试,13,10.5,6,5,7,3,医疗设备/器械,6,6,0.1056580181306658,2,0.32602164,-0.05409933
414,FA测试工程师,11-13K·13薪,3-5年，本科,60,五险一金，免费班车，住房补贴，餐补，加班补助,南京欣旺达,FA失效分析,13,12.0,6,6,5,1,新能源,10,9,0.2278837136605189,1,-1.1059319,-5.011935
415,测试工程师（天津）,9-14K,经验不限，本科,12,五险一金，补充医疗保险，定期体检，节日福利,中电金信,功能测试，性能测试，自动化测试，Python，Postman,12,11.5,6,10,4,5,计算机软件,7,10,0.1434823382306971,4,0.14748174,-2.7028604
416,水平衡测试工程师,10-11K,3-5年，学历不限,8,,秦皇岛禹都水利工...,自动化测试，压力测试，计算机相关专业，测试工作经验,12,10.5,1,6,0,4,电力/热力/燃气/水利,4,5,0.053766802125664266,3,3.9424732,-0.6599409
417,轮胎测试工程师（室内测试，NVH测试）,6-9K·13薪,1年以内，硕士,4,年终奖，节日福利，年终奖，餐补，定期体检，包住，工龄奖，五险一金,倍耐力轮胎有限公司,性能测试，功能测试,13,7.5,7,8,8,2,汽车生产,4,9,0.09002813379180992,4,0.7570486,-1.1069891
418,电脑硬件测试工程师,6-11K,1-3年，大专,162,加班补助，定期体检，年终奖，全勤奖，五险一金，带薪年假，节日福利，员工旅游，通讯补贴,OBOO鸥柏,功能测试，性能测试，硬件测试,12,8.5,5,7,9,3,计算机硬件,4,6,0.37449202875898724,0,-0.05632812,1.0294337
419,AI算法测试工程师,20-30K·13薪,5-10年，本科,199,零食下午茶，五险一金，节日福利，年终奖，定期体检，补充医疗保险，员工旅游，包吃，带薪年假，股票期权,闪马智能,计算机相关专业，测试工作经验，算法测试，算法模型，交通,13,25.0,6,5,10,5,计算机软件,8,7,0.586433260393873,4,-1.2608072,-0.9267424
420,测试工程师（中高级）,10-15K,3-5年，大专,199,五险一金，全勤奖，年终奖，带薪年假，餐补，节日福利，住房补贴，交通补助,恒创软件,自动化测试，Python，测试工作经验，自动化测试经验,12,12.5,5,6,8,4,计算机软件,4,6,0.46827133479212246,0,-0.3760999,0.7412806
421,测试工程师-安卓/iOS,5-10K·13薪,1-3年，本科,50,节日福利，五险一金，股票期权，零食下午茶，年终奖,火荼科技,功能测试，性能测试，自动化测试，Java，Python，MySQL,13,7.5,6,7,5,6,移动互联网,4,6,0.15723663644889033,2,0.26956812,-0.00077943504
422,高级分布式存储测试工程师,12-20K·14薪,3-5年，本科,40,生日福利，定期体检，五险一金，带薪年假，团建聚餐，餐补，节日福利，股票期权，免费班车，通讯补贴，补充医疗保险，员工旅游,同有科技,功能测试，性能测试，Python，Shell,14,16.0,6,6,12,4,数据服务,10,7,0.24288840262582057,1,-0.94352955,-3.3169203
423,资深测试工程师/经理,25-35K·14薪,5-10年，本科,199,定期体检，带薪年假，员工旅游，五险一金，零食下午茶，节日福利，年终奖，餐补,艾科诺,功能测试，性能测试，自动化测试，pcr，医疗器械,14,30.0,6,5,8,5,医疗设备/器械,6,6,0.6039387308533916,0,-1.2145926,0.6637266
424,CP/FT测试工程师,18-35K·15薪,5-10年，本科,30,五险一金，补充医疗保险，定期体检，交通补助，带薪年假，年终奖，餐补，节日福利,大唐存储,自动化测试，硬件测试，Shell,15,26.5,6,5,8,3,电子/半导体/集成电路,4,7,0.257267896217568,4,-0.15531799,-0.043290958
425,智能驾驶测试工程师,7-9K·13薪,1-3年，本科,22,五险一金，意外险，工龄奖，带薪年假，员工旅游，零食下午茶，通讯补贴，团建聚餐，年终奖，定期体检,泽尔测试,自动化测试经验，计算机相关专业，通信相关专业，智能驾驶,13,8.0,6,7,10,4,汽车零部件,4,7,0.12472647702406998,4,0.4282504,-0.6619323
426,集成电路测试工程师,8-13K,1-3年，本科,60,,艾创微,集成电路测试，测试工程师，集成电路芯片测试,12,10.5,6,7,0,3,互联网,6,6,0.17599249765551733,2,0.5675794,0.7016079
427,自动驾驶测试工程师,15-20K,3-5年，硕士,199,,坤浪科技,自动化测试，Python，C++，测试工作经验，计算机相关专业,12,17.5,7,6,0,5,汽车生产,4,6,0.4829634260706471,0,-0.5799218,0.80235547
428,测试工程师（银行项目）,9-13K,3-5年，大专,50,补充医疗保险，节日福利，零食下午茶，员工旅游，股票期权，出差，定期体检，住房补贴，带薪年假，年终奖，五险一金，加班补助,捷科智诚,对公信贷，国结，银行测试,12,11.0,5,6,12,3,计算机软件,10,10,0.2319474835886214,1,-1.0441648,-4.8481946
429,电器测试工程师（主管）,6-10K,1-3年，大专,5,加班补助，餐补，全勤奖，五险一金，节日福利,浙江航佳工贸有限公司,功能测试，性能测试，自动化测试，测试工作经验,12,8.0,5,7,5,4,家具/家电/家居,4,7,0.07064707721162866,2,0.7454871,-0.25295663
430,测试工程师+福利待遇好,4-8K,1-3年，大专,1,,香城到家,移动端测试，PC测试,12,6.0,5,7,0,2,互联网,4,7,0.026570803376055007,2,1.0813168,0.6159832
431,首件测试工程师,10-15K·15薪,1-3年，大专,40,带薪年假，五险一金，股票期权，节日福利，定期体检，员工旅游，年终奖,进芯电子,性能测试，功能测试，Pcb，MCU，Arm,15,12.5,5,7,7,5,电子/半导体/集成电路,8,7,0.19943732416380117,4,-0.1732875,-1.6094935
432,轻工玩具物理测试工程师,5-8K,1年以内，大专,22,加班补助，五险一金，带薪年假，年终奖,宁波恒实质量检测...,功能测试,12,6.5,5,8,4,1,检测/认证,4,8,0.08783994998437011,2,1.2343336,1.0840869
433,5G通信测试工程师,12-24K·13薪,3-5年，本科,84,定期体检，五险一金，年终奖，加班补助，零食下午茶，年底双薪，节日福利，带薪年假，员工旅游,世炬网络,功能测试，性能测试，自动化测试,13,18.0,6,6,9,3,通信/网络设备,8,7,0.3160362613316661,4,-0.62842107,-2.0584867
434,系统集成测试工程师,11-20K,1-3年，硕士,61,免费班车，住房补贴，定期体检，节日福利，员工旅游，带薪年假，股票期权，五险一金，补充医疗保险，餐补，年终奖,武汉联影,硬件测试，性能测试，系统测试，Android，iOS，功能测试,12,15.5,7,7,11,6,医疗设备/器械,4,9,0.2685214129415443,4,-0.2182005,-0.6881804
435,自动驾驶仿真资深测试工程师,15-20K·14薪,1-3年，本科,44,免费停车，定期体检，健身房，交通补助，年终奖，意外险，补充医疗保险，通讯补贴，带薪年假，生日福利，有无线网，绩效奖金，餐补，工龄奖，五险一金，高温补贴，篮球场，篮球场,清华汽研院,LabView，prescan，carsim，simulink,14,17.5,6,7,18,4,汽车零部件,4,7,0.2613316661456705,4,0.029941011,-0.88960665
436,车载以太网测试工程师,7-10K,1-3年，本科,11,零食下午茶，通讯补贴，餐补，节日福利，五险一金，带薪年假，年终奖，股票期权,东信创智,功能测试，性能测试，自动化测试，Python，C++,12,8.5,6,7,8,5,汽车零部件,4,7,0.10096905282900906,4,0.369123,-0.3812207
437,嵌入式软件测试工程师,8-12K·13薪,1-3年，本科,221,五险一金，带薪年假，员工旅游，年终奖,云海商通,嵌入式测试，Java，C++，计算机相关专业，通信相关专业,13,10.0,6,7,4,5,计算机软件,4,6,0.48890278211941235,0,-0.43323448,0.8483322
438,分析仪器测试工程师,4-6K,1-3年，大专,12,,优谱通用,功能测试，性能测试，系统测试,12,5.0,5,7,0,3,仪器仪表/工业自动化,4,6,0.038136917786808375,2,0.9896803,0.28213745
439,测试工程师/售后技术支持工程师,4-8K,1-3年，中专/中技,12,全勤奖，年终奖，节日福利,费莱,性能测试,12,6.0,3,7,3,1,机械设备/机电/重工,4,7,0.04970303219756171,3,2.431509,0.54995054
440,嵌入式软件测试工程师,10-15K·15薪,3-5年，本科,30,绩效奖金，节日福利，员工旅游，交通补助，员工宿舍，包住，免费班车，节假日加班费，定期体检，加班补助，年终奖，通讯补贴，团建聚餐，五险一金，补充医疗保险，工龄奖，餐补，包吃，宿舍有空调，带薪年假,阳光电源股份有限公司,通信相关专业，测试工作经验，嵌入式测试,15,12.5,6,6,20,3,新能源,10,9,0.2372616442638324,1,-0.9336259,-4.658708
441,无人驾驶测试工程师,6-9K,经验不限，本科,2,意外险，法定节假日三薪，工龄奖，年终奖，全勤奖，定期体检，补充医疗保险，包住,鸿安达,计算机相关专业，通信相关专业，无人驾驶，Linux，矿卡,12,7.5,6,10,8,5,计算机软件,4,6,0.07971241012816505,2,1.2285854,-0.7977405
442,测试工程师-营销系统-P6516R,15-20K·15薪,3-5年，本科,61,节日福利，住房补贴，入职补贴2k，免费班车，年终奖，五险一金，加班补助，包吃，零食下午茶，员工旅游，重大消息，带薪年假，股票期权，全勤奖，游泳池，交通补助，补充医疗保险，餐补，定期体检，通讯补贴,美的,五险一金，管理规范，餐费贴补，岗位晋升,15,17.5,6,6,20,4,其他行业,10,10,0.33760550171928727,1,-1.3894958,-4.5141497
443,总部-测试工程师（电气专业应届生）,7-10K·14薪,经验不限，本科,30,年终奖，员工旅游，免费班车，带薪年假，补充医疗保险，定期体检，五险一金，加班补助，包吃,宏发股份,功能测试，性能测试,14,8.5,6,10,9,2,仪器仪表/工业自动化,4,4,0.12910284463894964,2,1.5247482,0.874986
444,调试工程师,5-10K,经验不限，大专,3,包吃，节日福利，年终奖，加班补助，五险一金，餐补，定期体检,小牛自动化,自动化测试，性能测试,12,7.5,5,10,7,2,新能源,4,9,0.08221319162238197,4,1.3462497,-1.2118348
445,软件测试工程师,7-12K,1-3年，大专,3,绩效奖金，生日福利，节日福利，工龄奖，年终奖，定期体检，零食下午茶，五险一金，股票期权，带薪年假，员工旅游,江苏联康信息股份...,C++,12,9.5,5,7,11,1,电子/半导体/集成电路,6,7,0.0969052829009065,4,0.7171267,-1.8374512
446,软件测试工程师,15-25K·15薪,5-10年，本科,22,五险一金，定期体检，交通补助，年终奖，住房补贴，带薪年假，团建聚餐，意外险，员工旅游，节日福利，餐补，通讯补贴，生日福利，免费工装,均胜新能源研究院,掌握软件测试理论和流程，测试工作经验,15,20.0,6,5,14,2,汽车零部件,4,7,0.21537980618943423,4,0.05779733,-0.7260329
447,软件测试工程师,10-15K,3-5年，本科,221,五险一金，定期体检，带薪年假，节日福利,正和恒基,自动化测试，性能测试，功能测试，黑盒测试,12,12.5,6,6,4,4,工程施工,4,8,0.5082838386995937,0,-0.52285105,1.0252594
448,软件测试工程师,9-14K,1-3年，本科,221,餐补，节日福利，补充医疗保险，生日福利，五险一金，定期体检，带薪年假，员工旅游，年终奖，意外险，零食下午茶,中科江南,自动化测试，性能测试，Oracle，功能测试，接口测试，Linux,12,11.5,6,7,11,6,计算机软件,10,9,0.5611128477649265,1,-1.4739467,-3.381621
449,软件测试工程师,11-16K·14薪,3-5年，本科,111,股票期权，住房补贴，节日福利，带薪年假，员工旅游，定期体检，交通补助，餐补，补充医疗保险，五险一金，年终奖，通讯补贴,浙江大华,Python，计算机相关专业，测试工作经验,14,13.5,6,6,12,3,计算机软件,10,9,0.366051891216005,1,-1.3111936,-4.4443464
450,软件测试工程师,8-12K·15薪,经验不限，本科,162,员工旅游，补充医疗保险，加班补助，节日福利，年终奖，五险一金，全勤奖，带薪年假,科曼医疗,功能测试，性能测试，计算机相关专业，测试工作经验,15,10.0,6,10,8,4,医疗健康,4,9,0.41669271647389805,2,-0.0096776,0.633879
451,软件测试工程师,10-13K,3-5年，大专,8,通讯补贴，定期体检，免费班车，节日福利，零食下午茶，补充医疗保险，交通补助，加班补助，带薪年假，生日福利，五险一金，团建活动,软通动力,Python，接口自动化测试，UI自动化测试，测试开发,12,11.5,5,6,12,4,计算机软件,10,10,0.1594248202563301,1,-0.98090625,-4.5150146
452,软件测试工程师,20-30K·16薪,5-10年，本科,221,零食下午茶，补充医疗保险，员工旅游，节日福利，年终奖，包吃，定期体检，五险一金，股票期权，免费班车，带薪年假，餐补，交通补助,京东集团,接口测试，性能测试，自动化测试，功能测试，Linux，Shell,16,25.0,6,5,13,6,电子商务,10,10,0.6708346358236948,1,-1.9608299,-3.2337139
453,软件测试工程师,7-10K,在校/应届，硕士,1,生日福利，加班补助，免费工装，员工旅游，五险一金，交通补助，包住，团建聚餐，宿舍有空调，包吃，节假日加班费，定期体检,精进电动,C语言，Simulink，Polyspace,12,8.5,7,9,12,3,汽车零部件,4,8,0.10284463894967177,4,0.90643543,-1.2319995
454,软件测试工程师,13-17K,1-3年，本科,162,节日福利，零食下午茶，五险一金，带薪年假,博奥特,MySQL，JMeter，Linux，Jmeter,12,15.0,6,7,4,4,移动互联网,4,8,0.41731791184745237,0,-0.2995705,0.83751667
