岗位名称,薪资待遇,岗位详情,岗位地区,公司福利,公司名称,公司规模,岗位需要技能
网优测试工程师,4-8K,1年以内 本科,郑州·管城回族区·经开区,五险一金，绩效奖金，带薪年假，员工旅游，底薪加提成，年终奖，企业年金，全勤奖,河南飞宇,通信/网络设备0-20人,['功能测试性能测试通信相关专业']
测试工程师-硬件设备,4-5K,1-3年 大专,天津·津南区·咸水沽,,华海清科,电子/半导体/集成电路已上市,['半导体']
影像效果测试工程师,9-14K,经验不限 本科,上海·徐汇区·植物园,股票期权，通讯补贴，全勤奖，包吃，补充医疗保险，零食下午茶，加班补助，员工旅游，带薪年假，餐补，交通补助，节日福利，定期体检，五险一金,闻泰通讯股份有限公司,通信/网络设备已上市10000人以上,['测试工程师硬件测试视觉效果测试Camera测试']
资深测试工程师,25-45K·16薪,5-10年 本科,上海·杨浦区·东外滩,五险一金，定期体检，年终奖，绩效奖金，节日福利，加班补助，带薪年假，股票期权，交通补助，零食下午茶，生日福利，餐补,得物App,电子商务B轮1000-9999人,['JavaPython计算机相关专业']
嵌入式软件测试工程师,11-20K·13薪,1-3年 本科,上海·浦东新区·合庆,五险一金，定期体检，全勤奖，包吃，带薪年假，餐补，节日福利，年终奖，住房补贴,上海晶合光电,汽车零部件100-499人,['软件测试测试开发']
雷达测试工程师,10-15K,1年以内 本科,北京·海淀区·西北旺,餐补，零食下午茶，定期体检，股票期权，带薪年假，年终奖，交通补助，补充医疗保险，节日福利，住房补贴，五险一金,微度芯创,电子/半导体/集成电路A轮100-499人,['Vision']
装备测试工程师,6-10K,3-5年 大专,南阳,员工旅游，底薪加提成，有无线网，年终奖，法定节假日三薪，补充医疗保险，股票期权，高温补贴，团建聚餐，节日福利，包住，带薪年假，宿舍有空调，餐补，保底工资，绩效奖金，节假日加班费，加班补助，定期体检，五险一金,牧原智能科技,智能硬件未融资1000-9999人,['功能测试自动化测试渗透测试测试工作经验']
双休五险测试工程师,5-8K,3-5年 大专,郑州·金水区·CBD,加班补助，交通补助，年终奖，零食下午茶，通讯补贴，五险一金，节日福利，餐补，员工旅游，带薪年假，全勤奖,智森物联网,移动互联网不需要融资20-99人,['测试TestLinkJiraMySQLSQL Server软件测试']
数据库一体机测试工程师,10-15K,3-5年 本科,武汉·江夏区·光谷东,五险一金，零食下午茶，带薪年假，餐补，补充医疗保险，交通补助，节日福利，通讯补贴,达梦数据库,计算机软件D轮及以上1000-9999人,['自动化测试计算机相关专业测试工作经验自动化测试经验']
测试工程师（跨境电商）,10-15K,3-5年 大专,深圳·龙岗区·坂田,保底工资，零食下午茶，员工旅游，企业年金，节假日加班费，宿舍有空调，专业培训，带薪年假，夜班补助，全勤奖，团建聚餐，绩效奖金，底薪加提成，意外险，股票期权，年终奖，生日福利，俱乐部，节日福利，五险一金,易佰网络,电子商务已上市1000-9999人,['功能测试']
电磁兼容测试工程师,11-20K,1-3年 本科,北京·昌平区·沙河,餐补，交通补助，五险一金，带薪年假，节日福利，年终奖,长鹰恒容,电子/半导体/集成电路0-20人,['测试工作经验军工测试EMC测试GJB151']
连接器测试工程师,8-12K·13薪,3-5年 大专,厦门·集美区·侨英,加班补助，五险一金，带薪年假，全勤奖，包吃，法定节假日三薪，夜班补助，节假日加班费，节日福利，团建聚餐，员工旅游，工龄奖，高温补贴，绩效奖金，年终奖,广泓,原材料及加工/模具未融资100-499人,['功能测试性能测试连接器测试实验室测试']
测试工程师（逆变器）,12-20K·13薪,1-3年 本科,宁波·鄞州区·姜山,住房补贴，餐补，五险一金，零食下午茶，节日福利，带薪年假，定期体检，年终奖，交通补助,优耐特进出口有限公司,贸易/进出口不需要融资1000-9999人,['功能测试性能测试逆变器储能']
解决方案测试工程师,20-30K·14薪,在校/应届 学历不限,上海·浦东新区·金桥,零食下午茶，员工旅游，法定节假日三薪，生日福利，加班补助，节日福利，绩效奖金，定期体检，股票期权，带薪年假，年终奖，五险一金，节假日加班费，团建聚餐,上海华为技术有限公司,通信/网络设备不需要融资10000人以上,['功能测试性能测试自动化测试PythonMySQL']
网络安全测试工程师,10-15K,经验不限 本科,北京·海淀区·苏州街,,中科软测,计算机软件0-20人,['渗透测试计算机相关专业测试工作经验']
集成电路测试工程师,10-15K,1-3年 本科,北京·海淀区·马连洼,,北京佳思乐创,通信/网络设备20-99人,['自动化测试']
汽车电子测试工程师,8-12K,3-5年 大专,温州·龙湾区·海城,住房补贴，餐补，全勤奖，带薪年假，年终奖，定期体检，节日福利，通讯补贴,正泰汽车科技,汽车零部件未融资500-999人,['汽车电子测试HIL测试经验Vector测试产品']
应用测试工程师,5-8K,1-3年 大专,南通·如皋市·如皋,五险一金，定期体检，加班补助，生日福利，通讯补贴，有无线网，团建聚餐，工龄奖，绩效奖金,伟腾半导体,电子/半导体/集成电路A轮20-99人,['自动化测试性能测试']
资深测试工程师,20-35K·15薪,5-10年 本科,杭州,团建聚餐，五险一金，节日福利，免费工装,哈啰普惠,互联网D轮及以上1000-9999人,['测试测试工程师自动化测试接口测试系统测试']
SMT测试工程师,6-9K,3-5年 学历不限,深圳·宝安区·福永,节日福利，宿舍有空调，包住，夜班补助，全勤奖，工龄奖,良智科技,电子/半导体/集成电路未融资20-99人,['硬件测试性能测试接口测试功能测试接口自动化测试']
测试工程师-安卓/iOS,5-10K·13薪,1-3年 本科,成都·武侯区·环球中心,节日福利，五险一金，股票期权，零食下午茶，年终奖,火荼科技,移动互联网不需要融资20-99人,['功能测试性能测试自动化测试JavaPythonMySQL']
测试工程师（中高级）,10-15K,3-5年 大专,上海·浦东新区·陆家嘴,五险一金，全勤奖，年终奖，带薪年假，餐补，节日福利，住房补贴，交通补助,恒创软件,计算机软件20-99人,['自动化测试Python测试工作经验自动化测试经验']
初中级测试工程师,7-10K,3-5年 本科,深圳,,引领未来,互联网未融资0-20人,['功能测试性能测试MySQLJavaPostman']
智能驾驶测试工程师,7-9K·13薪,1-3年 本科,重庆·沙坪坝区·大石坝,五险一金，意外险，工龄奖，带薪年假，员工旅游，零食下午茶，通讯补贴，团建聚餐，年终奖，定期体检,泽尔测试,汽车零部件未融资100-499人,['自动化测试经验计算机相关专业通信相关专业智能驾驶']
集成电路测试工程师,8-13K,1-3年 本科,南京·浦口区·沿江,,艾创微,互联网A轮20-99人,['集成电路测试测试工程师集成电路芯片测试']
测试工程师+福利待遇好,4-8K,1-3年 大专,咸宁·咸安区·鱼水路,,香城到家,互联网100-499人,['移动端测试PC测试']
供应链数据测试工程师,20-40K·15薪,3-5年 本科,深圳·南山区·科技园,补充医疗保险，五险一金，定期体检，零食下午茶，带薪年假,Shopee,电子商务已上市1000-9999人,['自动化测试PythonJmeter性能测试大数据测试SQL']
首件测试工程师,10-15K·15薪,1-3年 大专,长沙·岳麓区·青山镇,带薪年假，五险一金，股票期权，节日福利，定期体检，员工旅游，年终奖,进芯电子,电子/半导体/集成电路C轮100-499人,['性能测试功能测试PcbMCUArm']
OTA酒店/机票高级资深测试工程师,15-25K·13薪,10年以上 本科,上海·普陀区·中山北路,五险一金，生日福利，带薪年假，股票期权，团建聚餐,在途商旅,旅游C轮100-499人,['自动化测试经验机票 酒店 资深测试商旅行业酒店测试']
测试工程师（外包岗-踏歌智行）,6-8K,经验不限 大专,鄂尔多斯,底薪加提成，交通补助，保底工资，定期体检，法定节假日三薪，带薪年假，餐补，年终奖，绩效奖金，团建聚餐，五险一金,大连如是信息技术,计算机服务不需要融资100-499人,['性能测试自动化测试功能测试测试工作经验']
测试工程师-统招本科-青浦华新,15-25K,5-10年 本科,上海·青浦区·青浦城区,零食下午茶，包住，节日福利，加班补助，带薪年假，五险一金，员工旅游，宿舍有空调，生日福利，年终奖，绩效奖金，免费班车，住房补贴，餐补,中通快递,物流/仓储已上市10000人以上,['自动化测试性能测试接口测试安全测试']
无人驾驶测试工程师,6-9K,经验不限 本科,乌兰察布·四子王旗·文化路,意外险，法定节假日三薪，工龄奖，年终奖，全勤奖，定期体检，补充医疗保险，包住,鸿安达,计算机软件未融资20-99人,['计算机相关专业通信相关专业无人驾驶Linux矿卡']
测试工程师（六险一金+双休+银行金融）,9-12K·13薪,3-5年 大专,武汉·洪山区·光谷,节日福利，五险一金，团建聚餐，年终奖，员工旅游，定期体检，零食下午茶，补充医疗保险，带薪年假,纬创软件,计算机软件已上市1000-9999人,['Python银行贷款']
Solution Test Engineer解决方案测试工程师,15-23K·14薪,5-10年 本科,深圳·南山区·科技园,员工旅游，五险一金，住房补贴，年终奖，节日福利，通讯补贴，定期体检，加班补助，补充医疗保险，股票期权，餐补，带薪年假，交通补助,西门子（深圳）磁...,医疗健康已上市500-999人,['医疗器械临床医学医学影像']
调试工程师,5-10K,经验不限 大专,银川·金凤区·新城,包吃，节日福利，年终奖，加班补助，五险一金，餐补，定期体检,小牛自动化,新能源1000-9999人,['自动化测试性能测试']
软件测试应届生,20-25K,经验不限 本科,香港,交通补助，节日福利，定期体检，零食下午茶，生日福利，餐补，带薪年假，五险一金,成都无敌勇士科技公司,移动互联网未融资100-499人,['功能测试']
测量调试工程师,5-10K,1-3年 本科,南京·栖霞区·摄山,带薪年假，零食下午茶，餐补，节日福利，交通补助，定期体检，全勤奖，加班补助，五险一金，年终奖，通讯补贴,宇众自动化,仪器仪表/工业自动化100-499人,['自动化调试机械装配']
软件测试工程师,8-12K,1-3年 本科,杭州·临安区·青山,带薪年假，住房补贴，节日福利，五险一金，餐补，员工旅游，定期体检，交通补助，年终奖,浙江启尔机电,仪器仪表/工业自动化未融资100-499人,['功能测试性能测试C++计算机相关专业测试工作经验']
软件测试工程师,8-12K·14薪,3-5年 大专,深圳·南山区·西丽,五险一金，企业年金，年终奖，节日福利，餐补，意外险，定期体检，生日福利，带薪年假，零食下午茶,华藤公司,计算机软件不需要融资20-99人,['软件测试系统测试黑盒测试自动化测试']
软件测试工程师,10-15K,3-5年 本科,北京·海淀区·五道口,五险一金，定期体检，带薪年假，节日福利,正和恒基,工程施工未融资500-999人,['自动化测试性能测试功能测试黑盒测试']
