,岗位名称,薪资待遇,岗位详情,岗位地区,公司福利,公司名称,岗位需要技能,salary1,salary2,学历要求,工作经验要求,福利数量,需求技能数量,公司类型,融资情况,公司人数,score
589,运维工程师,5-8K,经验不限，大专,泉州,定期体检，免费班车，餐补，交通补助，五险一金，员工旅游，股票期权，年终奖，带薪年假，补充医疗保险，13薪，节日福利，通讯补贴,口碑,运维,12,6.5,大专,经验不限,13,1,O2O,不需要融资,10000人以上,0.4550691729178608
590,运维工程师,4-9K,1-3年，中专/中技,广州,,意通,全职兼职均可，系统运维，机房运维，集群运维，桌面运维,12,6.5,中专/中技,1-3年,0,5,计算机服务,未知,0-20人,0.18645429179026973
591,运维工程师,7-11K·13薪,1年以内，大专,乌兰察布,定期体检，年终奖，五险，交通补助，包住,内蒙古北方同创,风电运维,13,9.0,大专,1年以内,5,1,新能源,未融资,100-499人,0.20648116598268076
592,运维工程师,5-10K,1-3年，大专,上海,免费班车，节日福利，员工旅游，包住，带薪年假，生日福利，零食下午茶，年终奖，加班补助，五险一金，宿舍有空调，绩效奖金，住房补贴，餐补,中通快递,网络设备，系统运维，网络运维，自动化运维，虚拟化运维,12,7.5,大专,1-3年,14,5,物流/仓储,已上市,10000人以上,0.7978764157249061
593,运维工程师,3-5K,1年以内，大专,广州,五险一金，餐补，定期体检，生活补助，免费班车，全勤奖，住房补贴，通讯补贴，节日福利，零食下午茶，员工旅游，带薪年假，交通补助，年终奖，补充医疗保险，加班补助,华鑫,IDC机房运维，电工证,12,4.0,大专,1年以内,16,2,通信/网络设备,未融资,20-99人,0.2930552221228983
594,运维工程师,20-40K,经验不限，本科,杭州,团建聚餐，定期体检，零食下午茶，餐补，员工旅游，带薪年假，五险一金，绩效奖金，年终奖，股票期权，交通补助，保底工资,杭州寻臻科技,运维开发/DevOps，网络运维，计算机相关专业，运维经验,12,30.0,本科,经验不限,12,4,信息安全,天使轮,0-20人,0.45862625306596994
595,运维工程师,3-8K,1-3年，大专,唐山,五险一金，加班补助，年终奖,科东环保,环保运维，污染监测,12,5.5,大专,1-3年,3,2,环保,未知,20-99人,0.1087329775603454
596,运维工程师,4-9K,3-5年，本科,银川,,宁夏光瑞,网络运维，系统运维，桌面运维，计算机相关专业，安全运维,12,6.5,本科,3-5年,0,5,电力/热力/燃气/水利,未知,0-20人,0.061697490648190564
597,运维工程师,3-5K,经验不限，大专,合肥,,合肥御彩,硬件，机房运维,12,4.0,大专,经验不限,0,2,计算机硬件,未知,0-20人,0.10920880275374112
598,运维工程师,12-24K,1-3年，大专,绵阳,,叶新网络,SQL，服务器配置，Nginx，Tomcat，MySQL，Redis,12,18.0,大专,1-3年,0,6,计算机软件,未知,100-499人,0.2816621633724891
599,运维工程师,8-9K,1-3年，大专,武汉,五险一金，补充医疗保险，员工旅游，定期体检，带薪年假，节日福利，交通补助，零食下午茶，股票期权,客如云,硬件，安全运维，系统运维，IT服务，应用运维，网络设备,12,8.5,大专,1-3年,9,6,互联网,未融资,1000-9999人,0.4468474267812726
600,运维工程师,8-13K,1-3年，本科,成都,节日福利，补充医疗保险，企业年金，年终奖，餐补，零食下午茶，住房补贴，加班补助，高温补贴，底薪加提成，带薪年假，生日福利，绩效奖金，法定节假日三薪，五险一金，工龄奖，定期体检,中移集成,运维，系统运维，虚拟化运维，服务器配置，Linux，容器技术,12,10.5,本科,1-3年,17,6,通信/网络设备,不需要融资,1000-9999人,0.5098012834573454
601,运维工程师（prometheus）,10-15K,3-5年，大专,北京,补充医疗保险，节日福利，五险一金，定期体检，带薪年假，五险一金,同方鼎欣,Redis，ELK，Zabbix，prometheus,12,12.5,大专,3-5年,6,4,计算机软件,已上市,1000-9999人,0.660351412387838
602,风机运维工程师,4-8K,经验不限，学历不限,鞍山,餐补，员工旅游，交通补助，补充医疗保险，全勤奖，包吃，五险一金，加班补助，年终奖,海正工业,实施交付运维,12,6.0,学历不限,经验不限,9,1,计算机软件,未知,20-99人,0.3002004954898384
603,驻校运维工程师,6-7K,1-3年，大专,北京,加班补助，节日福利，通讯补贴，餐补，员工旅游，带薪年假，全勤奖，年终奖，股票期权，交通补助，五险一金,鑫台华,网络运维，网络安全相关经验,12,6.5,大专,1-3年,11,2,信息安全,不需要融资,100-499人,0.3471087913793354
604,服务运维工程师,8-13K,经验不限，大专,厦门,节日福利，交通补助，员工旅游，带薪年假，五险一金，零食下午茶,钰辰,系统运维，运维开发/DevOps，实施交付运维，Elasticsearch,12,10.5,大专,经验不限,6,4,电子/半导体/集成电路,A轮,20-99人,0.366198868530375
605,运维工程师,4-9K,1-3年，大专,白银,,浩朴甘肃公司,运维，运维监控，风电,12,6.5,大专,1-3年,0,3,新能源,未知,20-99人,0.10674102550753654
606,运维工程师,4-8K,经验不限，大专,重庆,,瑞创,自动化运维，全职,12,6.0,大专,经验不限,0,2,仪器仪表/工业自动化,未知,0-20人,0.11533528959952465
607,运维工程师,8-10K,1-3年，大专,广州,五险一金，补充医疗保险，年终奖，员工旅游，带薪年假，节日福利，通讯补贴，交通补助，零食下午茶，定期体检,国邦网络,SQL，服务器配置，容器技术，MySQL，Redis，系统运维,12,9.0,大专,1-3年,10,6,计算机软件,未融资,20-99人,0.32725191643932244
608,运维工程师,15-30K·13薪,1-3年，大专,北京,五险一金，股票期权，加班补助，年终奖，带薪年假，团建聚餐，法定节假日三薪，节日福利,小叶子音乐科技,运维，运维工程师，Redis，系统运维，安全运维，运维监控,13,22.5,大专,1-3年,8,6,在线教育,D轮及以上,500-999人,0.7284891359621452
609,运维工程师,3-4K,在校/应届，本科,乌鲁木齐,交通补助，夜班补助，股票期权，零食下午茶，带薪年假，年终奖，节日福利，法定节假日三薪，定期体检，节假日加班费，五险一金，加班补助，员工旅游，通讯补贴，生日福利，团建聚餐,观安信息,安全运维，Linux，网络安全，Nginx，Tomcat,12,3.5,本科,在校/应届,16,5,信息安全,D轮及以上,1000-9999人,0.6480291559820861
610,运维工程师,5-10K,经验不限，大专,舟山,,同博科技发展有限公司,运维监控,12,7.5,大专,经验不限,0,1,计算机软件,未知,20-99人,0.13781121397971208
611,运维工程师,4-6K,经验不限，中专/中技,乌鲁木齐,五险一金，带薪年假，补充医疗保险，员工旅游，交通补助，通讯补贴，节日福利,成都佰亿,运维工程师，运维,12,5.0,中专/中技,经验不限,7,2,计算机软件,未融资,100-499人,0.3087428962395129
612,运维工程师,6-8K,3-5年，本科,拉萨,,西藏西成科技有限公司,Java，运维通信资格证书，Linux，硬件，系统运维,12,7.0,本科,3-5年,0,5,信息安全,未知,0-20人,0.06322911235963648
613,运维工程师,6-8K,1-3年，中专/中技,深圳,,沃克科技,集群运维，应用运维，桌面运维，系统运维，安全运维,12,7.0,中专/中技,1-3年,0,5,计算机硬件,未知,20-99人,0.2747570848853887
614,运维工程师,10-15K,经验不限，大专,北京,五险一金，餐补，通讯补贴，双休,虹轩科技,ICT认证证书,12,12.5,大专,经验不限,4,1,仪器仪表/工业自动化,未融资,0-20人,0.26142869937741775
615,运维工程师,12-24K·14薪,3-5年，本科,武汉,意外险，绩效奖金，五险一金，交通补助，股票期权，带薪年假，餐补，年终奖，零食下午茶，补充医疗保险，团建聚餐，定期体检，节日福利，生日福利,黑芝麻智能科技,安全运维，自动化运维，集群运维，Linux，Python，Shell,14,18.0,本科,3-5年,14,6,电子/半导体/集成电路,C轮,1000-9999人,0.6664303290509476
616,运维工程师,13-20K·13薪,3-5年，本科,宁波,五险一金，员工旅游，年终奖，餐补，零食下午茶，定期体检，节日福利，住房补贴，带薪年假,遨森电商,系统运维，运维开发/DevOps，Java,13,16.5,本科,3-5年,9,3,电子商务,未融资,1000-9999人,0.3665229527365068
617,运维工程师,8-12K,1-3年，本科,广州,生日福利，包吃，团建聚餐，年终奖，带薪年假，节日福利，零食下午茶，绩效奖金，工龄奖，补充医疗保险,箔骏科技,系统运维，网络运维，Java，Python/Shell，计算机相关专业,12,10.0,本科,1-3年,10,5,新能源,未融资,20-99人,0.28880445126634635
618,运维工程师,3-6K,1年以内，大专,重庆,,金杭宏,网络设备，系统运维，机房运维，Windows，网络交换技术,12,4.5,大专,1年以内,0,5,通信/网络设备,未知,0-20人,0.1291173189760864
619,综合运维工程师,10-15K·13薪,3-5年，本科,南昌,五险一金，年终奖，绩效奖金，有无线网，通讯补贴，节日福利，包吃，带薪年假，交通补助，全勤奖，定期体检,江西金发,机房运维，系统运维，Windows，Linux,13,12.5,本科,3-5年,11,4,投资/融资,A轮,100-499人,0.36138986355401076
620,运维工程师（包住）,5-10K,经验不限，高中,上海,五险一金，节日福利，带薪年假，全勤奖，定期体检，员工旅游，年终奖,众频网络,机房运维，系统运维，宽带安装维护,12,7.5,高中,经验不限,7,3,移动互联网,未融资,20-99人,0.36933916676679934
621,运维工程师（外派）,8-13K,1-3年，本科,北京,五险一金，股票期权，节日福利,微幻科技,系统运维,12,10.5,本科,1-3年,3,1,互联网,天使轮,0-20人,0.18530809218647412
622,运维工程师（zabbix）,8-10K,1-3年，大专,十堰,五险一金，补充医疗保险，年终奖,儒松科技,网络运维，MySQL/Oracle，Python/Shell，Nginx,12,9.0,大专,1-3年,3,4,计算机软件,未知,20-99人,0.17181918198530996
623,运维工程师【上海】,10-15K·14薪,3-5年，本科,上海,节日福利，带薪年假，加班补助，五险一金,华尚融通,系统运维，Linux，SQL，网络协议，Tomcat，Redis,14,12.5,本科,3-5年,4,6,计算机软件,不需要融资,20-99人,0.3214247664484145
624,运维工程师,5-8K,1-3年，大专,广州,,济帆药业公司,MySQL，数据库运维，系统运维,12,6.5,大专,1-3年,0,3,制药,未融资,100-499人,0.19497646040830913
625,运维工程师,3-8K,经验不限，本科,晋中,加班补助，意外险，保底工资，五险一金，工龄奖，全勤奖，节假日加班费,山西华迅网络,网络运维，Java，计算机相关专业，大数据运维经验,12,5.5,本科,经验不限,7,4,互联网,未融资,100-499人,0.2924941752433222
626,运维工程师,10-15K,1年以内，中专/中技,周口,加班补助，年终奖，带薪年假，定期体检，全勤奖，交通补助，包吃，餐补，免费班车，通讯补贴,佩奇信息,系统运维，安全运维，机房运维，自动化运维,12,12.5,中专/中技,1年以内,10,4,智能硬件,未融资,0-20人,0.2753198342248218
627,运维工程师,3-6K,经验不限，中专/中技,日照,年终奖，节日福利，五险一金，员工旅游，交通补助,正茂科技,安全运维，网络交换技术,12,4.5,中专/中技,经验不限,5,2,信息安全,未知,0-20人,0.18963633730319007
628,运维工程师,4-5K,经验不限，学历不限,南通,,瑞源信息,桌面运维，网络运维，系统运维,12,4.5,学历不限,经验不限,0,3,计算机硬件,未知,0-20人,0.2033609024912416
629,运维工程师,4-9K·13薪,经验不限，大专,兰州,年终奖，交通补助，补充医疗保险，五险一金，通讯补贴，员工旅游，带薪年假，定期体检,弘泰,网络运维，系统运维，实施交付运维，Java，Python/Shell,13,6.5,大专,经验不限,8,5,电子商务,不需要融资,20-99人,0.3189275292446827
630,运维工程师,13-20K,3-5年，本科,清远,员工旅游，定期体检，加班补助，年终奖，带薪年假，零食下午茶，免费班车，餐补，节日福利，五险一金,中软国际,网络运维，系统运维，Java，Python/Shell，Docker,12,16.5,本科,3-5年,10,5,计算机软件,已上市,10000人以上,0.6636638564564802
631,运维工程师,20-30K,5-10年，大专,北京,年终奖，交通补助，带薪年假，通讯补贴，股票期权，住房补贴，五险一金，餐补,领阅科技,Shell，Oracle，Jmeter，LoadRunner，Postman，Jenkins,12,25.0,大专,5-10年,8,6,智能硬件,未融资,0-20人,0.359234968821545
632,环保设备运维工程师,4-6K,1年以内，大专,达州,节日福利，包吃，年终奖，通讯补贴，五险一金，定期体检,雪迪龙,设备运维，运维工程师，售后工程师,12,5.0,大专,1年以内,6,3,仪器仪表/工业自动化,已上市,未知,0.3014486946450729
633,中高级运维工程师,15-30K,5-10年，本科,北京,家属福利，生日福利，年终奖，节日福利，定期体检，通讯补贴，团建聚餐，全勤奖，住房补贴，员工旅游，交通补助，免费班车，零食下午茶，带薪年假，绩效奖金，免费工装，五险一金，员工家属礼，加班补助，餐补,学科网,阿里云，Docker，Linux，网络通信协议，系统运维,12,22.5,本科,5-10年,20,5,互联网,B轮,500-999人,0.671901936338364
634,运维工程师,9-11K·13薪,在校/应届，本科,北京,员工旅游，包吃，餐补，五险一金，年终奖，定期体检，补充医疗保险，节日福利，带薪年假，加班补助,光宇游戏,Python，服务器配置，负载均衡技术，SRE，K8S,13,10.0,本科,在校/应届,10,5,游戏,不需要融资,1000-9999人,0.558500098323225
